Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
resident permit holders only,3,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Bedford Row,WC1R 4AZ,CA-D,CA-D,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530826,181749,"LINESTRING (530821.976933312 181765.929299194,530819.577620532 181765.009562466,530826.008768191 181749.753929346,530826.173669413 181749.344046673,530828.589472315 181750.403743338)","LINESTRING (-0.115875237465994 51.5196811260433,-0.115910139618253 51.5196734159105,-0.115823159860185 51.5195348321111,-0.115820936557007 51.5195311105176,-0.115785745057657 51.5195400745687)",46042847,Defined By Custodian,4/9/17 23:31,1791
resident permit holders only,4,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Bedford Row,WC1R 4LL,CA-D,CA-D,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530834,181707,"LINESTRING (530832.044152917 181705.956466239,530834.336279903 181706.846211552,530834.130153375 181707.366062746,530834.039457703 181707.536014098,530826.338570635 181728.060139128,530826.23138484 181728.460024662,530823.873297365 181727.470307966)","LINESTRING (-0.115752467406857 51.5191398467634,-0.115719120709599 51.5191473121363,-0.115721897024895 51.5191520315105,-0.115723140406396 51.5191535797762,-0.115826455067589 51.5193398031013,-0.115827850710754 51.5193434215004,-0.115862184736666 51.5193350729604)",46042848,Defined By Custodian,4/9/17 23:31,1792
resident permit holders only,5,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Bedford Row,WC1R 4BS,CA-D,CA-D,29,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530836,181724,"LINESTRING (530833.618959587 181738.287211659,530831.178421501 181737.267503548,530831.285607295 181737.007577951,530841.905245994 181711.264946702,530842.119617582 181710.835069753,530844.642606279 181711.774800758)","LINESTRING (-0.115717791800062 51.519430024765,-0.115753324692644 51.5194214258167,-0.115751877142558 51.5194190651761,-0.115608455354755 51.5191852699179,-0.115605526910722 51.5191813571927,-0.115568836193425 51.5191892182983)",46042849,Defined By Custodian,4/9/17 23:31,1793
resident permit holders only,5,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Jockey's Fields,WC1R 5AT,CA-D,CA-D,28,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530881,181755,"LINESTRING (530877.96914325 181769.028412082,530876.212945235 181768.348606675,530876.303640907 181768.138666769,530886.700662956 181741.876184327,530886.783113567 181741.656247283,530888.580536887 181742.416029797)","LINESTRING (-0.115067544619525 51.5196960182819,-0.115093094107831 51.5196903156849,-0.115091865570678 51.519688408053,-0.11495184594519 51.5194499918822,-0.114950739895496 51.5194479963177,-0.114924567021178 51.5194544080609)",46042850,Defined By Custodian,4/9/17 23:31,1794
resident permit holders only,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Dorrington Street,EC1N 7RD,CA-D,CA-D,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531191,181753,"LINESTRING (531192.905742129 181757.861608547,531190.951662648 181757.921591377,531190.959907709 181757.771634301,531191.058848442 181748.424309945,531191.124808931 181748.194375763,531193.177829145 181748.15438721)","LINESTRING (-0.110535184185237 51.5195226790586,-0.110563309352091 51.5195236715044,-0.110563246358238 51.5195223219961,-0.110565297610173 51.5194382989374,-0.110564433002716 51.51943621732,-0.110534875267444 51.5194353815968)",46042851,Defined By Custodian,4/9/17 23:31,1795
resident permit holders only,3,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Great Ormond Street,WC1N 3HZ,CA-D,CA-D,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530520,182005,"LINESTRING (530528.897991412 182008.799778243,530528.180671097 182010.169386196,530512.787142021 182001.79178426,530513.496217276 182000.40218203)","LINESTRING (-0.120007040751267 51.5219314387218,-0.120016867091565 51.5219439124326,-0.120241715775629 51.5218721801888,-0.120232015559599 51.5218595287193)",46042876,Defined By Custodian,4/9/17 23:31,1820
resident permit holders only,4,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Dorrington Street,EC1N 7RB,CA-D,CA-D,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531200,181766,"LINESTRING (531194.175481538 181759.871033355,531193.194319267 181761.530558321,531195.68432772 181763.519988852,531196.838636274 181764.419731303,531199.023577465 181765.639382182,531202.4287877 181766.429156112,531207.318108933 181767.258918594,531212.603193099 181768.098678216,531212.825809749 181768.118672492,531213.172102315 181766.169230514)","LINESTRING (-0.11051614690304 51.5195404422108,-0.110529662808853 51.519555583261,-0.110493055601593 51.5195728835847,-0.110476093736029 51.5195807013103,-0.110444167141485 51.5195911547512,-0.110394823071228 51.5195974619147,-0.110324086248727 51.5196037840161,-0.110247644924518 51.5196101040703,-0.110244430806994 51.5196102320872,-0.110240167798521 51.5195926329892)",46042852,Defined By Custodian,4/9/17 23:31,1796
resident permit holders only,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Dorrington Street,EC1N 7TB,CA-D,CA-D,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531219,181769,"LINESTRING (531217.335858171 181766.7390674,531216.849399566 181768.758489347,531217.385328538 181768.848463592,531222.431305932 181769.738208905,531222.554981848 181769.76820032,531222.860049109 181768.058689662)","LINESTRING (-0.110179979054166 51.5195967875535,-0.110186235028429 51.5196150480603,-0.11017848177266 51.5196157322406,-0.110105466028002 51.5196225568911,-0.110103673381649 51.5196227977066,-0.110099914998922 51.5196073643236)",46042853,Defined By Custodian,4/9/17 23:31,1797
resident permit holders only,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Brooke's Market,EC1N 7SY,CA-D,CA-D,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531245,181767,"LINESTRING (531243.076938929 181770.168085854,531245.138204204 181770.448005728,531245.154694326 181770.308045791,531246.094631292 181764.989568189,531246.102876353 181764.879599667,531243.98389565 181764.589682655)","LINESTRING (-0.109807916189893 51.5196216280528,-0.109778120557732 51.5196236650924,-0.109777935101437 51.5196224035097,-0.109766374668686 51.5195743906376,-0.109766296819581 51.5195734004876,-0.109796927499517 51.5195712870081)",46042854,Defined By Custodian,4/9/17 23:31,1798
resident permit holders only,5,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Beauchamp Street,EC1N 7SY,CA-D,CA-D,27,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531214,181745,"LINESTRING (531228.004967236 181746.064985295,531227.823575892 181747.954444443,531227.551488875 181747.914455889,531200.647854502 181743.575697846,531200.449973036 181743.555703569,531200.821000786 181741.446307378)","LINESTRING (-0.110033987252417 51.5194085229965,-0.110035897172094 51.5194255447911,-0.110039831307905 51.5194252485822,-0.110428976753892 51.5193925016851,-0.110431834559566 51.5193923679233,-0.110427274694781 51.5193733256564)",46042855,Defined By Custodian,4/9/17 23:31,1799
resident permit holders only,2,mon-sat 09:00-20:00,N/A,N/A,N/A,N/A,Frognal Gardens,NW3 6UX,CA-H,CA-H,14,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526169,185709,"LINESTRING (526167.763617658 185701.862649992,526169.627001467 185701.762678609,526170.294851416 185716.538449088,526168.208850957 185716.578437642)","LINESTRING (-0.181509902066021 51.5561105991918,-0.181483074238848 51.5561092844247,-0.18146814998193 51.5562419227408,-0.181498208770789 51.5562427481957)",46034965,Defined By Custodian,4/9/17 23:31,18
permit holders only,3,mon-fri 12:30-14:30,N/A,N/A,N/A,N/A,Platt's Lane,NW3 7NR,CA-S,CA-S,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525238,185977,"LINESTRING (525244.794987878 185984.421768286,525243.187200964 185985.271525045,525243.071770108 185985.031593725,525234.793728763 185969.92591768,525234.69478803 185969.74596919,525236.376780494 185968.756252493)","LINESTRING (-0.194715507814545 51.5588553971516,-0.194738385812604 51.5588633904667,-0.194740135426 51.5588612598308,-0.194864859740261 51.5587273426622,-0.194866350252061 51.5587257474268,-0.194842452240634 51.5587164798714)",46035131,Defined By Custodian,4/9/17 23:31,180
resident permit holders only,3,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Greville Street,EC1N 8PG,CA-D,CA-D,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531336,181739,"LINESTRING (531344.713807122 181739.946736625,531344.144897906 181741.826198635,531344.021221989 181741.806204358,531328.949250297 181737.987297509,531328.594712669 181737.897323264,531329.204847191 181735.787927072)","LINESTRING (-0.108355142650855 51.5193264416877,-0.108362637623376 51.5193434636841,-0.108364426544782 51.5193433127347,-0.108582950977768 51.5193124950189,-0.108588091372253 51.5193117688118,-0.108580088101117 51.5192926709431)",46042856,Defined By Custodian,4/9/17 23:31,1800
permit holders only,16,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Inglewood Road,NW6 1QT,CA-P,CA-P,8616,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,,,46126946,Defined By Custodian,4/9/17 23:31,8328
resident permit holders only,5,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Kirby Street,EC1N 8TE,CA-D,CA-D,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531417,181801,"LINESTRING (531417.113688651 181814.095511759,531415.134873986 181813.745611917,531415.209079536 181813.385714936,531420.362242725 181789.562534251,531420.386977908 181789.452565729,531422.365792572 181789.902436955)","LINESTRING (-0.107284642086929 51.5199759581907,-0.10731327644947 51.5199732737477,-0.107312341634346 51.5199700222779,-0.107246988441221 51.5197547369683,-0.107246673114419 51.5197537429844,-0.107218001639077 51.5197573258077)",46042857,Defined By Custodian,4/9/17 23:31,1801
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Saffron Hill,EC1N 8QX,CA-D,CA-D,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531389,181979,"LINESTRING (531393.89559659 181975.359350466,531392.188868942 181974.279659524,531392.089928209 181974.369633769,531389.220646946 181979.068288793,531386.730638493 181983.147121239,531386.606962577 181983.317072591,531388.396140836 181984.306789288)","LINESTRING (-0.107559015091819 51.5214305554798,-0.107584002798765 51.5214212494629,-0.107585394526093 51.5214220810124,-0.107624976290753 51.5214649723941,-0.107659325571931 51.5215022055739,-0.107661043822313 51.5215037615867,-0.10763490189542 51.5215122399029)",46042858,Defined By Custodian,4/9/17 23:31,1802
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,St Cross Street,EC1N 8ER,CA-D,CA-D,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531347,181892,"LINESTRING (531358.70567581 181893.522775941,531358.342893122 181895.232286599,531349.141404933 181893.002924747,531345.884605798 181892.253139371,531342.965854169 181891.553339687,531343.394597346 181889.783846199)","LINESTRING (-0.108096405838456 51.5207033063109,-0.108100995003192 51.5207187531587,-0.108234371037846 51.5207008567011,-0.108281563853605 51.5206948753434,-0.108323868531433 51.5206892646331,-0.108318351481425 51.5206732634327)",46042859,Defined By Custodian,4/9/17 23:31,1803
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Hatton Garden,EC1N 8HN,CA-D,CA-D,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531308,181977,"LINESTRING (531308.765340721 181983.986880861,531306.786526057 181983.407046836,531309.548621526 181971.140558082,531311.510946068 181971.550440755)","LINESTRING (-0.108782108977159 51.521527865274,-0.108810829839557 51.5215231141652,-0.108775608398655 51.5214122395215,-0.108747188417085 51.52141546718)",46042860,Defined By Custodian,4/9/17 23:31,1804
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Hatton Garden,EC1N 8LE,CA-D,CA-D,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531311,181937,"LINESTRING (531311.007997341 181931.861801509,531313.003302127 181932.451632672,531310.752400446 181942.868650832,531308.790075904 181942.628719511)","LINESTRING (-0.108769209350198 51.5210589209392,-0.108740247515989 51.5210637580507,-0.108768793437335 51.5211578936615,-0.108797149985764 51.5211561932686)",46042861,Defined By Custodian,4/9/17 23:31,1805
